id1,id2
268947,294213
712216,808893
568054,690524
228993,325584
426403,866879
909927,563570
100599,142120
702086,92502
950266,655316
180379,831260
140086,628851
814815,170125
118250,806046
74175,554168
163136,840656
374348,865055
778852,866856
368597,957841
214426,631469
759944,601281
348782,381198
753864,641579
467448,746937
455912,361302
913916,369371
164072,632317
916983,331073
114112,424763
701024,383428
146045,769166
91580,157638
287143,129775
579683,217509
830778,362115
330422,809568
765819,585216
451978,39152
577440,782111
650618,818189
431959,850508
323679,952680
89792,64376
30586,797624
527834,733387
118124,110429
361419,453649
779124,915061
640651,969192
381306,528470
879892,381793
434295,763902
659110,370005
492563,239426
647885,53192
762985,309264
706631,547387
463048,193814
320795,165399
724332,760354
589359,797131
848947,862356
746299,660869
845699,624641
101898,976174
901890,100313
514837,777524
362289,373217
824407,794650
404397,284126
922784,335851
704227,96870
604199,797383
721471,951625
6336,816917
772499,628935
126098,501028
73703,228741
841416,806917
937950,590228
409634,719418
199296,862348
947893,746026
506878,308275
644543,650953
855844,423853
121580,951101
644908,329624
645329,549860
378656,492377
841726,504952
395244,405632
973218,225797
467066,323623
629313,690874
2976,410119
41135,34235
232225,135555
666350,865860
803398,358976
465625,697659
137538,135480
54421,812285
417170,371540
198808,56027
631263,480652
95339,748479
707296,758160
148933,98919
848995,932180
166641,249090
642017,410277
267027,241111
519034,742070
214340,314635
535333,640838
597593,70044
114463,448905
90879,25331
779039,847346
871541,805083
767583,37080
912653,557349
184579,142438
337392,559805
401007,843994
172363,17616
347003,272042
275486,726228
925789,222511
377543,38425
937134,399507
497785,897798
916073,925015
550726,16965
152399,292610
460972,659113
202152,381902
248564,359972
268947,656955
678004,940616
678954,483090
602996,188685
273769,888886
728064,37938
634560,833434
823647,832773
399507,82603
824295,773615
26405,463746
839161,461053
596462,733104
774264,906103
769916,424769
568802,323773
263588,870142
496763,708583
942400,307720
973815,884367
959275,151762
847746,180333
36522,632549
175025,490210
475828,568093
359721,920530
290639,911777
578808,162788
127468,568276
135483,114139
441798,111913
395033,383313
372877,800651
608623,416394
831058,562068
190922,17657
194369,157638
304194,847146
199057,131940
377543,82603
952200,49469
942782,630266
132591,26346
910748,533664
966763,609156
690172,63993
609132,758808
504770,787072
307720,156989
839297,172397
116909,773825
157638,967234
893777,943077
955199,458764
707752,918382
721434,786432
697881,516759
359206,861026
311295,637084
229841,869431
132595,276660
70702,940655
711322,180333
676185,237265
380069,42696
675559,269870
254656,226207
573212,84702
511154,638604
702086,696071
249283,104871
234700,57278
431704,823605
408055,820948
710804,520756
154207,632716
807126,94991
831042,513757
630266,604571
970718,328081
647911,375744
141884,536991
354486,310728
8149,564571
724784,369086
422391,24332
852906,889287
141422,845207
483323,863870
68450,755352
240556,365237
115136,727528
32274,435862
785550,923429
297957,357819
132154,97271
494064,344708
390234,819165
29025,335881
506920,976362
577802,631469
837506,952385
428967,33685
154540,322795
393633,362880
29025,819233
529536,416355
464819,832950
611899,16497
305404,136128
814606,876346
606252,651569
380577,890916
356215,590104
897267,977118
444926,167511
749024,693480
19410,373948
360589,142782
419509,658867
51907,753049
271630,623491
764436,235397
221257,600681
401130,275556
5708,37880
678004,265260
176543,351432
158406,225927
16138,898161
967614,724686
342872,324055
821877,97271
116249,620906
806992,768338
696692,132509
500376,631252
418107,172752
704292,633046
160098,110429
823265,759035
713186,900890
49549,323598
452191,481985
240196,17963
74914,115136
74914,115132
157673,129559
522735,117097
796899,707135
902415,560895
350255,310368
445796,815846
420108,214291
961862,473897
69086,379214
506129,935437
541180,936331
240703,300979
403153,866372
838064,797369
738123,556140
858867,111900
802669,310728
82272,218815
337414,765153
749687,650618
29025,134478
909703,793635
523585,870128
242971,794325
682971,110429
571311,697294
229840,800836
79561,308618
36522,632002
161302,627523
462046,394562
390540,384686
701248,424769
564023,757344
164736,574136
243567,599808
502630,37680
977118,91580
405210,146045
238341,695353
786867,26681
623910,750594
406372,170603
774222,491329
549288,542424
29025,335697
577802,354476
280479,93257
499472,741672
325061,793721
778852,866172
968395,715184
545589,851082
792177,173109
447839,801223
635545,417870
149461,771412
461511,289495
585913,369192
925857,435063
497252,567775
570194,385150
164072,270208
514636,628769
934709,291157
398302,868096
293888,69076
432652,298145
218310,137246
204435,346969
966290,96870
81390,315311
395705,154115
271679,218574
794478,103686
135007,662016
668023,779124
312351,482246
782588,744958
871483,913920
586651,877632
795802,900981
550536,539219
323435,716807
686729,568529
674080,527107
866856,870405
1244,2833
73703,248195
500060,272042
118016,428546
876101,360421
755762,689282
500693,330555
328565,339708
782561,955328
815795,98150
360370,845703
893056,946697
92139,235145
380561,806315
225803,576983
279536,354951
668089,91580
169528,66872
127338,337420
523826,958302
323785,352714
7171,661122
90762,645688
135562,523634
343819,151815
761537,69553
624641,874109
644851,776290
873168,271563
362075,522974
863004,765418
405610,348953
566308,553648
940093,514303
909774,811197
329725,269571
273578,604571
429751,632071
938885,737799
104566,603519
27908,788587
657860,473638
120705,354875
396414,668568
161992,448604
942782,16579
414189,755880
113288,817241
801865,951028
813015,600681
841726,831058
865304,83541
570787,301129
443136,847030
781445,72958
520698,558733
569877,347720
539760,405032
67837,239170
239351,682971
76854,105126
203842,281099
542301,820503
274866,870623
518673,927009
68323,375082
804273,454131
303959,686169
423853,865055
647324,352001
462999,452998
783590,292465
187084,393216
577037,681574
272326,452191
920394,114139
780064,6299
153970,176266
237632,230792
84298,751090
109607,431990
93187,363021
765451,731243
264405,674069
396178,547586
504842,109497
577802,739382
107953,33170
903205,335403
178391,213298
242650,549221
332652,524707
761651,175884
246573,879676
823605,696071
227646,287324
217614,904548
284932,579180
158417,947945
292130,793725
233056,731363
889571,803136
927553,251571
460521,621101
642017,97271
723499,407577
346956,511944
82603,674348
940988,12157
807366,364267
382818,341548
940199,460258
102549,873668
348910,958939
141471,43473
919984,827986
476090,478783
698945,271203
85245,272833
429072,794231
349580,906035
777870,731497
633440,28916
555362,739490
848874,103917
43701,311027
617598,297186
207267,229717
577802,739406
918165,600681
555362,739406
936949,357377
544586,762961
300618,539741
942021,158244
71947,524492
71803,445428
934709,507205
859760,54634
577802,739490
442696,755445
406193,434957
366510,602464
485328,902208
812966,863066
903348,864538
738123,228343
802044,416355
665911,12551
141046,472677
592878,978031
828674,839509
730231,832360
416299,574611
634060,69374
451103,60348
481770,355692
304882,16138
660098,947893
645799,812042
798959,610518
862424,940937
134332,121532
216249,145534
555362,739382
90298,960292
886139,45684
218461,737245
116839,858745
583896,580355
558733,8646
837883,754856
848596,879764
149491,207699
887052,378509
768757,659289
73561,680039
147214,265045
399796,606394
827224,166246
632093,439309
339088,513844
476140,655551
469146,394006
183272,374348
209255,418242
450252,924143
665911,12699
689626,113600
798633,718279
652069,329356
21547,246112
7907,136056
712817,840656
55386,11411
447554,281537
558867,736595
646923,213913
47019,699233
131112,700681
629751,192442
702360,33362
861487,754396
715408,275035
810783,168394
215104,715780
427971,430113
723768,960028
788980,479590
716402,977118
968250,225708
937134,759871
251852,213745
11004,653112
668074,887255
401901,700747
203988,803340
856048,144359
424900,921692
550265,384185
43733,510701
749108,618731
708034,473680
929331,321307
504996,338904
485149,165285
878315,322987
382964,8794
596113,674348
870405,778852
670592,633012
749687,301129
709628,202305
374348,92502
697002,100115
780364,118124
240897,709562
3114,152473
964827,706424
452719,744459
138312,118124
156281,906218
262009,425095
116173,366459
376530,847858
466413,374348
543535,905235
300722,95263
287653,676101
199240,87462
512263,594691
861009,884773
49022,201895
878326,866879
588682,591107
626154,871772
39249,954669
690301,811569
335755,796830
582244,921822
200644,205598
117097,156516
340733,865055
76900,498756
783124,757065
42843,783566
755352,124395
518673,744174
917428,634022
163736,60394
223316,278714
434847,889947
792899,2976
950211,659605
142509,572547
393931,222879
586804,651875
730329,286974
545976,282396
878265,718463
620562,721477
45534,924123
942782,311295
549444,304753
97904,136919
13678,502375
567366,821035
625948,524358
244483,435646
327957,190225
457582,143585
899384,231510
779808,865055
896224,81433
560839,461463
710847,221087
715780,673227
264230,773793
91032,421838
377190,284023
440874,789004
157638,149461
745148,800651
878511,97271
472525,104795
413483,842276
955310,181787
52999,409194
964675,327163
724311,328081
70487,933152
977118,668089
343489,180702
683295,798206
978031,942925
125656,432447
601655,977704
45238,364488
695755,568236
884773,339241
857604,805253
942782,335881
777703,777232
243567,185617
642017,168403
231126,944875
914661,562638
355026,952888
749905,500312
555362,194831
239351,577802
805241,511844
706694,786753
690726,12952
507106,663467
644491,623505
245140,943991
68067,142357
765784,863157
415403,919134
813033,688618
289904,932541
239298,655075
340097,619444
82603,779808
954276,17594
160934,387928
853619,737799
462470,943722
555245,103815
843459,807575
750025,731793
661511,664105
975733,957509
708111,100313
410477,671086
21594,200727
852668,941796
827463,61355
948501,803504
216090,239309
743539,595667
795416,588783
32717,288419
698312,833067
520507,72123
855844,788450
235748,228893
312175,580985
954348,371682
810653,174687
103742,339153
894220,274250
264869,570709
234284,366197
763594,628240
398125,839610
253507,926229
939248,191112
483450,199470
372877,118016
744355,537226
974797,891313
487255,622907
853739,729725
79460,737799
261533,649102
507928,140211
48586,220014
320403,64085
822109,88625
409871,146012
629751,366688
508006,691178
92502,759871
843995,2023
933495,971745
364642,575034
683556,670141
51018,805575
541555,207669
573472,601067
608943,183045
973283,622907
739490,607875
66067,837012
745071,150326
411503,704055
408772,321370
287638,327672
56022,929582
459297,282963
433245,827964
923270,261772
399507,525679
555362,374348
827955,460644
533113,8495
178855,14802
234904,488435
59006,672319
746307,972775
79770,596146
102338,103742
936180,83508
802909,366521
634071,844641
492405,361776
445303,516533
177398,196985
792802,486519
816811,442372
114365,37410
697021,1504
604743,593800
678004,674348
269471,166651
411549,83073
97271,315200
739406,577802
811978,663657
496348,26829
37307,931276
426458,696540
81506,852438
303729,194831
511166,764513
783459,613056
726247,331505
743344,843470
758751,977704
578532,29025
201544,283249
501861,127455
596345,823901
623778,827986
135976,952200
835296,24332
153919,442696
779808,4146
888311,667390
927016,750974
21780,163978
941624,28440
395992,847858
900981,532472
668089,380355
89510,527247
174787,607756
767095,902208
168502,107898
275320,160056
797906,671323
8989,747790
639481,833665
758575,292668
819914,146717
236463,390221
240112,701558
305894,126953
527247,544829
686517,35423
595252,253750
495542,13797
648715,412098
770717,163264
599981,939911
674348,936527
100709,191538
439858,164291
293574,388427
503325,252199
97271,138312
455808,482783
555362,194369
290938,582557
379504,365622
78964,237214
230321,467001
642212,791759
690060,813015
625409,468667
181005,883726
949615,700268
380355,466413
291405,326231
168891,574251
555362,74914
291939,382114
839574,450533
721477,716402
431907,893814
154866,547527
135599,30859
861275,639822
374348,631469
36294,358298
412703,117980
490786,142778
236667,485727
73561,477000
807224,220518
514327,564890
600114,925969
31657,937402
37003,69665
339885,101723
132154,614024
601067,890383
934730,445221
141434,480347
136056,55895
774361,527834
462269,936491
391623,14867
499543,632716
115136,855844
172673,593852
89336,806679
921822,692683
276660,843039
873956,240112
839509,325248
121767,599027
507205,365182
594871,821491
949197,355015
228260,771024
845207,253726
374348,340733
412438,570127
502213,780806
359643,462917
270497,164723
577802,380355
82603,399507
656644,943096
577147,308474
648534,818552
376014,647515
807201,678015
820174,387710
874472,570032
110614,115813
118431,977592
546148,812729
301900,892979
147890,23053
20326,499130
527882,954221
690516,283846
636720,763571
670175,445337
43375,958408
620071,23698
363551,156088
961763,310175
538384,872245
364314,162604
359283,916688
233176,813935
707092,680370
944803,379970
392797,564804
36037,972775
435955,424116
733702,116838
97627,687840
4146,382061
149334,182920
339192,260557
300581,378884
776300,311667
47930,474002
195754,144078
841069,176159
29609,114950
769989,372877
282017,765160
862990,958801
414263,74914
413208,674562
352639,2701
837170,176058
901928,365774
699600,817097
879077,218200
67065,249116
499253,436893
125210,162427
171644,149735
235975,605170
294045,740053
839564,192957
150762,917678
842452,785574
255230,382818
500692,526582
805005,271476
606848,946645
966480,398826
903943,17055
678395,279590
620562,855844
325383,354532
194831,380355
98836,639200
149827,895943
448346,939426
248447,282267
179835,799825
31158,853040
12551,765943
217614,476090
778806,214231
318022,746307
846623,669909
866530,778291
178938,761444
559751,466470
621837,159913
214020,570294
835440,908564
375317,127365
533505,791779
105910,506170
71446,667595
395661,837658
527187,961885
738978,77688
183272,132154
739382,115132
739382,115136
585017,822870
428546,221658
973941,250279
827299,817684
142778,427822
58841,668947
684487,499923
391527,172137
467406,800651
496391,194369
774030,677766
744278,464510
264405,569697
189237,858748
157971,902930
641622,155448
154390,396581
854831,300024
158639,790813
607856,592049
641310,4046
14765,675078
815164,23701
492328,336883
626941,207140
410117,598135
4563,507680
485269,876346
362264,493218
760833,266528
652140,783490
117573,655889
175258,322595
167436,191434
696492,687008
117784,667673
848537,115308
326388,127455
432432,524208
941315,121658
958614,819998
583829,564822
350365,221257
148466,689958
479590,13377
210738,238745
623943,612820
870721,871291
238380,469592
602331,211227
202305,432962
840104,477910
495563,897267
288606,885098
919097,48792
821877,974383
938016,949460
760192,893792
462481,424458
263991,46954
912653,284126
45050,35682
85383,85025
482497,88586
107965,209926
235512,831040
887177,316987
142105,572547
314454,753772
96620,606371
140211,804932
903055,87744
329612,106786
610680,809109
702086,759871
942685,679226
401365,644494
127655,268783
655488,919659
865055,642017
68450,58357
602362,313436
155104,230882
519712,858644
459839,388582
821028,903244
752223,942273
40105,21749
211227,447839
220623,56741
204102,596777
905083,858279
683466,300770
197501,180448
294837,237012
862354,629012
137497,130322
132591,435586
39545,691178
94991,172307
399843,824949
583901,198387
476227,430397
399001,761278
380207,733700
144268,973815
854252,673918
323975,690412
713451,937971
721671,153970
417009,710804
328583,815913
378509,414467
901071,694613
302808,141334
868352,444677
246612,15293
1608,691145
83304,563253
791286,284930
503883,510882
887398,389501
339920,335414
669673,143350
611271,294787
183272,967234
566237,977936
847887,938885
144478,605170
713498,745715
247565,556753
235951,551314
295015,142438
937134,525679
486482,200002
652731,552684
769701,424769
742070,501138
917999,249154
509418,746897
860669,720612
160647,867606
241387,405778
544006,168752
511658,67703
463994,226820
191278,736376
351345,844631
936527,390234
796893,31010
568726,689228
716087,796063
948404,299767
749178,963594
138786,851932
301900,630266
950985,319232
354474,282088
633165,695699
454948,895637
382061,607875
567812,129559
513066,763249
798673,325265
23032,930764
843447,895637
951851,764004
928452,256157
575783,659608
415677,864562
73486,613803
265874,660410
322320,667383
951102,80677
195299,269026
446409,378005
610968,194325
270884,490831
168619,644117
387425,401348
759410,335398
661235,656620
682568,205997
836092,658537
572954,493885
710670,710804
198252,676994
367144,803504
697633,79561
375615,602376
976663,185613
229717,675708
16490,736380
265787,842615
417009,710670
245797,656968
265260,414263
531420,896887
439699,176543
234313,460521
413560,26462
98570,96352
426911,434940
359974,348100
518980,440482
972417,13264
823291,806416
821877,410277
34818,11401
415829,282602
389315,907283
515552,411549
110178,682194
255408,192052
644908,451640
416060,473863
254546,957877
9793,857096
198324,153238
667865,872746
154064,959058
977997,804932
380355,82603
385150,615922
698142,678579
332712,814279
54181,790774
591136,28706
36631,356347
640010,710531
976663,185583
489615,412987
194831,819165
203023,163317
69317,740448
754614,693544
156511,466413
303729,194369
572674,936008
833067,814576
199470,902830
855152,227646
409871,298108
693772,768118
237632,492069
450412,33797
111783,782812
976643,546978
696540,499543
218697,673359
321341,538527
390234,38425
245379,579161
716942,799162
146408,18485
853831,697021
535581,384851
332157,224527
507205,308618
291344,303655
285212,781879
812336,692745
326919,522461
743688,888702
132154,380355
41280,27044
341874,376065
151819,661384
743224,202305
976259,145413
589849,521817
